TSS_ID	TSS_Locus	Strand	RE_Locus	Correlation	Score	RE_Score	Best_RE	TSS_Score	Best_TSS	Gene_Score	Distance	Histone	Best_Histone	Gene_ID	Gene_Name	Loci_per_TSS	Num_TSSes	TSSes_per_Gene	Num_Genes
ENST00000398907	chr21:39870365-39870365	-	chr21:39511716-39512242	-0.16667	7.365e-01	8.508e-01	F	1.000e+00	F	1.000e+00	358123	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:39630998-39631538	-0.25436	6.030e-01	8.508e-01	F	1.000e+00	F	1.000e+00	238827	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:39631259-39631799	-0.25436	6.030e-01	8.508e-01	F	1.000e+00	F	1.000e+00	238566	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:39633686-39634226	-0.16667	7.365e-01	8.508e-01	F	1.000e+00	F	1.000e+00	236139	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:39664273-39664813	-0.23529	6.315e-01	8.508e-01	F	1.000e+00	F	1.000e+00	205552	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40159470-40159766	-0.53558	2.317e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-289105	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40159569-40160109	-0.53558	2.317e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-289204	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40166004-40166544	-0.33224	4.898e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-295639	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40170378-40170918	-0.55650	2.093e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-300013	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40173343-40173560	-0.31467	5.148e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-302978	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40173377-40173917	-0.31467	5.148e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-303012	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398907	chr21:39870365-39870365	-	chr21:40174622-40175024	-0.41676	3.748e-01	8.508e-01	F	1.000e+00	F	1.000e+00	-304257	H3k27ac	T	ENSG00000157554	ERG	18	197	5	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39355950-39356490	-0.18175	7.132e-01	9.772e-01	F	1.000e+00	F	1.000e+00	136942	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39511716-39512242	-0.18175	7.132e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-18284	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39630998-39631538	-0.27738	5.689e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-137566	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39631259-39631799	-0.27738	5.689e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-137827	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39633686-39634226	-0.18175	7.132e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-140254	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39649444-39650105	-0.36458	4.447e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-156012	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39664273-39664813	-0.25278	6.053e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-170841	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39675108-39675648	-0.45774	3.227e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-181676	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39715694-39715953	-0.35179	4.624e-01	9.772e-01	F	1.000e+00	F	1.000e+00	-222262	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000398948	chr21:39493432-39493432	-	chr21:39723748-39724288	-0.46413	3.148e-01	9.772e-01	T	1.000e+00	T	1.000e+00	-230316	H3k27ac	T	ENSG00000184029	DSCR4	10	197	2	76
ENST00000399103	chr21:38445310-38445310	-	chr21:38230667-38230968	0.22825	6.421e-01	3.510e-01	F	1.000e+00	F	1.000e+00	214342	H3k27ac	T	ENSG00000185808	PIGP	5	197	2	76
ENST00000399103	chr21:38445310-38445310	-	chr21:38255994-38256567	0.25836	5.970e-01	3.510e-01	F	1.000e+00	F	1.000e+00	188743	H3k27ac	T	ENSG00000185808	PIGP	5	197	2	76
ENST00000399103	chr21:38445310-38445310	-	chr21:38282033-38282644	0.27640	5.703e-01	3.510e-01	F	1.000e+00	F	1.000e+00	162666	H3k27ac	T	ENSG00000185808	PIGP	5	197	2	76
ENST00000399103	chr21:38445310-38445310	-	chr21:38282895-38283232	0.29838	5.382e-01	3.510e-01	F	1.000e+00	F	1.000e+00	162078	H3k27ac	T	ENSG00000185808	PIGP	5	197	2	76
ENST00000399103	chr21:38445310-38445310	-	chr21:38936548-38937088	0.69996	8.284e-02	3.510e-01	T	1.000e+00	T	1.000e+00	-491238	H3k27ac	T	ENSG00000185808	PIGP	5	197	2	76
ENST00000399191	chr21:37442333-37442333	+	chr21:37802299-37802839	0.13872	7.801e-01	8.160e-01	F	1.000e+00	F	1.000e+00	359966	H3k27ac	T	ENSG00000159228	CBR1	4	197	3	76
ENST00000399191	chr21:37442333-37442333	+	chr21:37810039-37810579	0.43986	3.451e-01	8.160e-01	T	1.000e+00	F	1.000e+00	367706	H3k27ac	T	ENSG00000159228	CBR1	4	197	3	76
ENST00000399191	chr21:37442333-37442333	+	chr21:37843647-37843921	0.32579	4.989e-01	8.160e-01	F	1.000e+00	F	1.000e+00	401314	H3k27ac	T	ENSG00000159228	CBR1	4	197	3	76
ENST00000399191	chr21:37442333-37442333	+	chr21:37850515-37850820	0.07472	8.810e-01	8.160e-01	F	1.000e+00	F	1.000e+00	408182	H3k27ac	T	ENSG00000159228	CBR1	4	197	3	76
ENST00000399205	chr21:37432610-37432610	-	chr21:37802299-37802839	0.26524	5.868e-01	3.612e-01	F	1.000e+00	F	1.000e+00	-369689	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399205	chr21:37432610-37432610	-	chr21:37843647-37843921	0.57363	1.916e-01	3.612e-01	F	1.000e+00	F	1.000e+00	-411037	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399205	chr21:37432610-37432610	-	chr21:37810039-37810579	-0.17091	7.299e-01	3.612e-01	F	1.000e+00	F	1.000e+00	-377429	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399205	chr21:37432610-37432610	-	chr21:37850515-37850820	-0.66866	1.060e-01	3.612e-01	T	1.000e+00	F	1.000e+00	-417905	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399208	chr21:37432661-37432661	-	chr21:37802299-37802839	0.38211	4.208e-01	5.457e-01	F	1.000e+00	F	1.000e+00	-369638	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399208	chr21:37432661-37432661	-	chr21:37843647-37843921	0.54322	2.234e-01	5.457e-01	F	1.000e+00	F	1.000e+00	-410986	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399208	chr21:37432661-37432661	-	chr21:37810039-37810579	-0.07669	8.779e-01	5.457e-01	F	1.000e+00	F	1.000e+00	-377378	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399208	chr21:37432661-37432661	-	chr21:37850515-37850820	-0.58624	1.790e-01	5.457e-01	T	1.000e+00	F	1.000e+00	-417854	H3k27ac	T	ENSG00000185917	SETD4	4	197	5	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36254015-36254555	0.10854	8.275e-01	9.726e-01	F	1.000e+00	F	1.000e+00	167039	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36167772-36168312	-0.00219	9.965e-01	9.726e-01	F	1.000e+00	F	1.000e+00	253282	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36179699-36180239	-0.16962	7.319e-01	9.726e-01	F	1.000e+00	F	1.000e+00	241355	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36184659-36185199	-0.35991	4.511e-01	9.726e-01	T	1.000e+00	F	1.000e+00	236395	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36208424-36208675	-0.29463	5.437e-01	9.726e-01	F	1.000e+00	F	1.000e+00	212919	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399245	chr21:36421594-36421594	-	chr21:36250861-36251096	-0.19053	6.997e-01	9.726e-01	F	1.000e+00	F	1.000e+00	170498	H3k27ac	T	ENSG00000159216	RUNX1	6	197	7	76
ENST00000399295	chr21:35747903-35747903	+	chr21:35574169-35574709	0.04148	9.338e-01	9.945e-01	F	1.000e+00	F	1.000e+00	-173194	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399295	chr21:35747903-35747903	+	chr21:36167772-36168312	0.18532	7.077e-01	9.945e-01	F	1.000e+00	F	1.000e+00	419869	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399295	chr21:35747903-35747903	+	chr21:36184659-36185199	0.25600	6.005e-01	9.945e-01	F	1.000e+00	F	1.000e+00	436756	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399295	chr21:35747903-35747903	+	chr21:35898944-35899484	-0.17654	7.212e-01	9.945e-01	F	1.000e+00	F	1.000e+00	151041	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399295	chr21:35747903-35747903	+	chr21:36179699-36180239	-0.27033	5.793e-01	9.945e-01	T	1.000e+00	T	1.000e+00	431796	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399295	chr21:35747903-35747903	+	chr21:36208424-36208675	-0.08632	8.626e-01	9.945e-01	F	1.000e+00	F	1.000e+00	460521	H3k27ac	T	ENSG00000205670	FAM165B	6	197	1	76
ENST00000399349	chr21:35014804-35014804	+	chr21:34659330-34659870	0.10658	8.306e-01	9.207e-01	F	1.000e+00	F	1.000e+00	-354934	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399349	chr21:35014804-35014804	+	chr21:35055562-35056102	0.39943	3.976e-01	9.207e-01	T	1.000e+00	F	1.000e+00	40758	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399349	chr21:35014804-35014804	+	chr21:35133808-35134348	0.13746	7.820e-01	9.207e-01	F	1.000e+00	F	1.000e+00	119004	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399349	chr21:35014804-35014804	+	chr21:34576101-34576641	-0.36550	4.434e-01	9.207e-01	F	1.000e+00	F	1.000e+00	-438163	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399349	chr21:35014804-35014804	+	chr21:34576303-34576843	-0.36550	4.434e-01	9.207e-01	F	1.000e+00	F	1.000e+00	-437961	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399352	chr21:35014802-35014802	+	chr21:34659330-34659870	0.10658	8.306e-01	9.210e-01	F	1.000e+00	F	1.000e+00	-354932	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399352	chr21:35014802-35014802	+	chr21:35055562-35056102	0.39901	3.981e-01	9.210e-01	T	1.000e+00	F	1.000e+00	40760	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399352	chr21:35014802-35014802	+	chr21:35133808-35134348	0.13712	7.826e-01	9.210e-01	F	1.000e+00	F	1.000e+00	119006	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399352	chr21:35014802-35014802	+	chr21:34576101-34576641	-0.36513	4.439e-01	9.210e-01	F	1.000e+00	F	1.000e+00	-438161	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399352	chr21:35014802-35014802	+	chr21:34576303-34576843	-0.36513	4.439e-01	9.210e-01	F	1.000e+00	F	1.000e+00	-437959	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399367	chr21:35014789-35014789	+	chr21:34659330-34659870	0.10122	8.390e-01	9.256e-01	F	1.000e+00	F	1.000e+00	-354919	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399367	chr21:35014789-35014789	+	chr21:35055562-35056102	0.39364	4.053e-01	9.256e-01	T	1.000e+00	F	1.000e+00	40773	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399367	chr21:35014789-35014789	+	chr21:35133808-35134348	0.13605	7.842e-01	9.256e-01	F	1.000e+00	F	1.000e+00	119019	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399367	chr21:35014789-35014789	+	chr21:34576101-34576641	-0.36722	4.411e-01	9.256e-01	F	1.000e+00	F	1.000e+00	-438148	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000399367	chr21:35014789-35014789	+	chr21:34576303-34576843	-0.36722	4.411e-01	9.256e-01	F	1.000e+00	F	1.000e+00	-437946	H3k27ac	T	ENSG00000205726	ITSN1	5	197	8	76
ENST00000400043	chr21:27945494-27945494	-	chr21:27512408-27512948	-0.02396	9.618e-01	9.952e-01	F	1.000e+00	F	1.000e+00	432546	H3k27ac	T	ENSG00000166265	CYYR1	2	197	2	76
ENST00000400043	chr21:27945494-27945494	-	chr21:27539127-27539667	-0.04351	9.306e-01	9.952e-01	T	1.000e+00	F	1.000e+00	405827	H3k27ac	T	ENSG00000166265	CYYR1	2	197	2	76
ENST00000400075	chr21:27107695-27107695	+	chr21:27512408-27512948	-0.58001	1.852e-01	3.361e-01	T	1.000e+00	F	1.000e+00	404713	H3k27ac	T	ENSG00000154727	GABPA	2	197	2	76
ENST00000400075	chr21:27107695-27107695	+	chr21:27539127-27539667	-0.56761	1.977e-01	3.361e-01	F	1.000e+00	F	1.000e+00	431432	H3k27ac	T	ENSG00000154727	GABPA	2	197	2	76
ENST00000400087	chr21:27107956-27107956	-	chr21:27512408-27512948	0.11330	8.200e-01	9.519e-01	F	1.000e+00	F	1.000e+00	-404452	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400087	chr21:27107956-27107956	-	chr21:27539127-27539667	0.13835	7.806e-01	9.519e-01	T	1.000e+00	F	1.000e+00	-431171	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400090	chr21:27107949-27107949	-	chr21:27512408-27512948	0.12162	8.069e-01	9.464e-01	F	1.000e+00	F	1.000e+00	-404459	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400090	chr21:27107949-27107949	-	chr21:27539127-27539667	0.14617	7.684e-01	9.464e-01	T	1.000e+00	F	1.000e+00	-431178	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400093	chr21:27107983-27107983	-	chr21:27512408-27512948	0.06597	8.949e-01	9.777e-01	F	1.000e+00	F	1.000e+00	-404425	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400093	chr21:27107983-27107983	-	chr21:27539127-27539667	0.09374	8.508e-01	9.777e-01	T	1.000e+00	F	1.000e+00	-431144	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400099	chr21:27107337-27107337	-	chr21:27512408-27512948	-0.13080	7.925e-01	9.497e-01	F	1.000e+00	F	1.000e+00	-405071	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400099	chr21:27107337-27107337	-	chr21:27539127-27539667	-0.14142	7.758e-01	9.497e-01	T	1.000e+00	F	1.000e+00	-431790	H3k27ac	T	ENSG00000154723	ATP5J	2	197	6	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16250022-16250401	0.63427	1.344e-01	4.215e-01	F	1.000e+00	F	1.000e+00	186919	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16250309-16250480	0.63427	1.344e-01	4.215e-01	F	1.000e+00	F	1.000e+00	186840	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16251252-16251792	0.74590	5.394e-02	4.215e-01	F	1.000e+00	F	1.000e+00	185528	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16431215-16431755	0.30573	5.276e-01	4.215e-01	F	1.000e+00	F	1.000e+00	5565	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16512776-16513316	0.60789	1.582e-01	4.215e-01	F	1.000e+00	F	1.000e+00	-75456	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16582512-16582944	0.76337	4.459e-02	4.215e-01	T	1.000e+00	T	1.000e+00	-145192	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16583781-16584321	0.74786	5.285e-02	4.215e-01	F	1.000e+00	F	1.000e+00	-146461	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16594147-16594487	0.70135	8.187e-02	4.215e-01	F	1.000e+00	F	1.000e+00	-156827	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16594329-16594869	0.70135	8.187e-02	4.215e-01	F	1.000e+00	F	1.000e+00	-157009	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16596679-16596983	0.22934	6.405e-01	4.215e-01	F	1.000e+00	F	1.000e+00	-159359	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16814983-16815523	0.72493	6.637e-02	4.215e-01	F	1.000e+00	F	1.000e+00	-377663	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400202	chr21:16437320-16437320	-	chr21:16816379-16817396	0.15607	7.530e-01	4.215e-01	F	1.000e+00	F	1.000e+00	-379059	H3k27ac	T	ENSG00000180530	NRIP1	12	197	1	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46739402-46739942	0.22775	6.429e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-85110	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46749983-46750391	0.04227	9.326e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-74661	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46783930-46784285	0.36222	4.479e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-40767	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46785642-46786182	0.35970	4.514e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-38870	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46797947-46798487	0.27563	5.715e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-26565	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46847510-46848050	0.49804	2.742e-01	9.230e-01	T	1.000e+00	T	1.000e+00	22458	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46470639-46471179	-0.17854	7.181e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-353873	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400337	chr21:46825052-46825052	+	chr21:46470869-46471409	-0.17854	7.181e-01	9.230e-01	F	1.000e+00	F	1.000e+00	-353643	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46739402-46739942	0.22694	6.441e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-85146	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46749983-46750391	0.03818	9.391e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-74697	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46783930-46784285	0.36171	4.486e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-40803	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46785642-46786182	0.35909	4.522e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-38906	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46797947-46798487	0.27806	5.679e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-26601	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46847510-46848050	0.49343	2.796e-01	9.275e-01	T	1.000e+00	F	1.000e+00	22422	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46470639-46471179	-0.17778	7.193e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-353909	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400347	chr21:46825088-46825088	+	chr21:46470869-46471409	-0.17778	7.193e-01	9.275e-01	F	1.000e+00	F	1.000e+00	-353679	H3k27ac	T	ENSG00000182871	COL18A1	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46470639-46471179	0.29753	5.395e-01	7.301e-01	F	1.000e+00	F	1.000e+00	-236798	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46470869-46471409	0.29753	5.395e-01	7.301e-01	F	1.000e+00	F	1.000e+00	-236568	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46739402-46739942	0.57156	1.937e-01	7.301e-01	F	1.000e+00	F	1.000e+00	31425	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46749983-46750391	0.35368	4.597e-01	7.301e-01	F	1.000e+00	F	1.000e+00	42006	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46783930-46784285	0.57740	1.878e-01	7.301e-01	F	1.000e+00	F	1.000e+00	75953	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46785642-46786182	0.61563	1.510e-01	7.301e-01	T	1.000e+00	F	1.000e+00	77665	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46797947-46798487	0.23196	6.366e-01	7.301e-01	F	1.000e+00	F	1.000e+00	89970	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400362	chr21:46707977-46707977	+	chr21:46847510-46848050	0.48740	2.867e-01	7.301e-01	F	1.000e+00	F	1.000e+00	139533	H3k27ac	T	ENSG00000215447	BX322557.10	8	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39355950-39356490	-0.18196	7.129e-01	9.758e-01	F	1.000e+00	F	1.000e+00	-137077	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39511716-39512242	-0.18196	7.129e-01	9.758e-01	F	1.000e+00	F	1.000e+00	18149	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39630998-39631538	-0.27770	5.684e-01	9.758e-01	F	1.000e+00	F	1.000e+00	137431	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39631259-39631799	-0.27770	5.684e-01	9.758e-01	F	1.000e+00	F	1.000e+00	137692	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39633686-39634226	-0.18196	7.129e-01	9.758e-01	F	1.000e+00	F	1.000e+00	140119	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39649444-39650105	-0.36500	4.441e-01	9.758e-01	F	1.000e+00	F	1.000e+00	155877	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39664273-39664813	-0.25688	5.992e-01	9.758e-01	F	1.000e+00	F	1.000e+00	170706	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39675108-39675648	-0.46092	3.188e-01	9.758e-01	F	1.000e+00	F	1.000e+00	181541	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39715694-39715953	-0.35538	4.574e-01	9.758e-01	F	1.000e+00	F	1.000e+00	222127	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400477	chr21:39493567-39493567	+	chr21:39723748-39724288	-0.46752	3.107e-01	9.758e-01	T	1.000e+00	F	1.000e+00	230181	H3k27ac	T	ENSG00000198054	DSCR8	10	197	2	76
ENST00000400564	chr21:15918661-15918661	-	chr21:16250022-16250401	-0.22363	6.491e-01	9.568e-01	T	1.000e+00	F	1.000e+00	-331361	H3k27ac	T	ENSG00000155307	SAMSN1	3	197	4	76
ENST00000400564	chr21:15918661-15918661	-	chr21:16250309-16250480	-0.22363	6.491e-01	9.568e-01	F	1.000e+00	F	1.000e+00	-331648	H3k27ac	T	ENSG00000155307	SAMSN1	3	197	4	76
ENST00000400564	chr21:15918661-15918661	-	chr21:16251252-16251792	-0.20790	6.731e-01	9.568e-01	F	1.000e+00	F	1.000e+00	-332591	H3k27ac	T	ENSG00000155307	SAMSN1	3	197	4	76
ENST00000400566	chr21:15918663-15918663	-	chr21:16250022-16250401	-0.22364	6.491e-01	9.568e-01	T	1.000e+00	F	1.000e+00	-331359	H3k27ac	T	ENSG00000155307	SAMSN1	3	197	4	76
ENST00000400566	chr21:15918663-15918663	-	chr21:16250309-16250480	-0.22364	6.491e-01	9.568e-01	F	1.000e+00	F	1.000e+00	-331646	H3k27ac	T	ENSG00000155307	SAMSN1	3	197	4	76
