TSS_ID	Gene_ID	Gene_Name	Strand	RE_Locus	Distance	Histone	Correlation_Sign	Score	TSS_Score
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36179699-36180239	-280552	H3k27ac	+	9.057e-02	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44922977-44923355	272970	H3k27ac	+	9.187e-02	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40166004-40166544	-11331	H3k27ac	+	9.294e-02	1.000e+00
ENST00000398753	ENSG00000182093	WRB	+	chr21:40466935-40467475	-284909	H3k27ac	+	9.311e-02	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44752164-44752704	452410	H3k27ac	-	9.464e-02	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36254015-36254555	-354868	H3k27ac	+	9.550e-02	1.000e+00
ENST00000431599	ENSG00000159079	C21orf59	-	chr21:34144081-34144621	-168535	H3k27ac	-	9.669e-02	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39715694-39715953	154453	H3k27ac	+	1.003e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39715694-39715953	154412	H3k27ac	+	1.003e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39715694-39715953	154391	H3k27ac	+	1.003e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39715694-39715953	154446	H3k27ac	+	1.003e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39715694-39715953	154426	H3k27ac	+	1.003e-01	1.000e+00
ENST00000479586	ENSG00000205581	HMGN1	-	chr21:40466935-40467475	253465	H3k27ac	-	1.008e-01	1.000e+00
ENST00000474136	ENSG00000142192	APP	-	chr21:27512408-27512948	30115	H3k27ac	+	1.017e-01	1.000e+00
ENST00000354192	ENSG00000142192	APP	-	chr21:27512408-27512948	30116	H3k27ac	+	1.023e-01	1.000e+00
ENST00000452232	ENSG00000142192	APP	-	chr21:27512408-27512948	30136	H3k27ac	+	1.044e-01	1.000e+00
ENST00000442559	ENSG00000185917	SETD4	-	chr21:37850515-37850820	-417918	H3k27ac	-	1.052e-01	1.000e+00
ENST00000399205	ENSG00000185917	SETD4	-	chr21:37850515-37850820	-417905	H3k27ac	-	1.060e-01	1.000e+00
ENST00000357903	ENSG00000142192	APP	-	chr21:27512408-27512948	30156	H3k27ac	+	1.065e-01	1.000e+00
ENST00000288350	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350227	H3k27ac	-	1.079e-01	1.000e+00
ENST00000426783	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350219	H3k27ac	-	1.079e-01	1.000e+00
ENST00000448288	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350228	H3k27ac	-	1.079e-01	1.000e+00
ENST00000456017	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350230	H3k27ac	-	1.079e-01	1.000e+00
ENST00000490184	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350225	H3k27ac	-	1.079e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:36167772-36168312	-268512	H3k27ac	+	1.086e-01	1.000e+00
ENST00000418018	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350210	H3k27ac	-	1.090e-01	1.000e+00
ENST00000459939	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350211	H3k27ac	-	1.090e-01	1.000e+00
ENST00000484878	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350202	H3k27ac	-	1.090e-01	1.000e+00
ENST00000415997	ENSG00000142192	APP	-	chr21:27512408-27512948	-89061	H3k27ac	+	1.107e-01	1.000e+00
ENST00000491395	ENSG00000142192	APP	-	chr21:27512408-27512948	-89075	H3k27ac	+	1.108e-01	1.000e+00
ENST00000474136	ENSG00000142192	APP	-	chr21:27539127-27539667	3396	H3k27ac	+	1.116e-01	1.000e+00
ENST00000354192	ENSG00000142192	APP	-	chr21:27539127-27539667	3397	H3k27ac	+	1.122e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:33814786-33815326	284923	H3k27ac	+	1.125e-01	1.000e+00
ENST00000452232	ENSG00000142192	APP	-	chr21:27539127-27539667	3417	H3k27ac	+	1.144e-01	1.000e+00
ENST00000466954	ENSG00000157578	LCA5L	-	chr21:40466935-40467475	350183	H3k27ac	-	1.150e-01	1.000e+00
ENST00000430792	ENSG00000185808	PIGP	-	chr21:38936548-38937088	-491252	H3k27ac	+	1.162e-01	1.000e+00
ENST00000357903	ENSG00000142192	APP	-	chr21:27539127-27539667	3437	H3k27ac	+	1.164e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40170378-40170918	-6957	H3k27ac	+	1.182e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40173343-40173560	-4315	H3k27ac	+	1.221e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40173377-40173917	-3958	H3k27ac	+	1.221e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43135734-43136274	446993	H3k27ac	+	1.244e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:36208424-36208675	-309164	H3k27ac	+	1.250e-01	1.000e+00
ENST00000521987	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443084	H3k27ac	-	1.294e-01	1.000e+00
ENST00000426819	ENSG00000159131	GART	-	chr21:35133808-35134348	-218710	H3k27ac	-	1.310e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40466935-40467475	289060	H3k27ac	+	1.314e-01	1.000e+00
ENST00000522688	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443074	H3k27ac	-	1.315e-01	1.000e+00
ENST00000415997	ENSG00000142192	APP	-	chr21:27539127-27539667	-115780	H3k27ac	+	1.328e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43135734-43136274	440987	H3k27ac	+	1.329e-01	1.000e+00
ENST00000491395	ENSG00000142192	APP	-	chr21:27539127-27539667	-115794	H3k27ac	+	1.330e-01	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16250022-16250401	186919	H3k27ac	+	1.344e-01	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16250309-16250480	186840	H3k27ac	+	1.344e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44848097-44848369	-436698	H3k27ac	+	1.355e-01	1.000e+00
ENST00000524251	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443117	H3k27ac	-	1.368e-01	1.000e+00
ENST00000380070	ENSG00000183250	C21orf67	-	chr21:46470639-46471179	-110812	H3k27ac	+	1.371e-01	1.000e+00
ENST00000380070	ENSG00000183250	C21orf67	-	chr21:46470869-46471409	-111042	H3k27ac	+	1.371e-01	1.000e+00
ENST00000397846	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443120	H3k27ac	-	1.380e-01	1.000e+00
ENST00000431599	ENSG00000159079	C21orf59	-	chr21:33814786-33815326	160220	H3k27ac	-	1.398e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44847034-44847331	-351094	H3k27ac	-	1.418e-01	1.000e+00
ENST00000359726	ENSG00000142192	APP	-	chr21:27512408-27512948	30189	H3k27ac	+	1.433e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44847034-44847331	-351071	H3k27ac	-	1.467e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44847034-44847331	-351061	H3k27ac	-	1.470e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44910389-44910656	-414449	H3k27ac	+	1.492e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44835566-44836106	-448961	H3k27ac	-	1.499e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46785642-46786182	77675	H3k27ac	+	1.509e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46785642-46786182	77665	H3k27ac	+	1.510e-01	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36184659-36185199	75787	H3k27ac	+	1.516e-01	1.000e+00
ENST00000463674	ENSG00000182240	BACE2	+	chr21:43104409-43104949	490737	H3k27ac	+	1.516e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:33805254-33805794	294455	H3k27ac	-	1.518e-01	1.000e+00
ENST00000545414	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443147	H3k27ac	-	1.530e-01	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36184659-36185199	-285512	H3k27ac	+	1.531e-01	1.000e+00
ENST00000431216	ENSG00000159079	C21orf59	-	chr21:34144081-34144621	-159626	H3k27ac	-	1.549e-01	1.000e+00
ENST00000460259	ENSG00000160194	NDUFV3	+	chr21:44751993-44752310	452239	H3k27ac	-	1.550e-01	1.000e+00
ENST00000397854	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-443161	H3k27ac	-	1.553e-01	1.000e+00
ENST00000400202	ENSG00000180530	NRIP1	-	chr21:16512776-16513316	-75456	H3k27ac	+	1.582e-01	1.000e+00
ENST00000441379	ENSG00000227039	AL844908.5	+	chr21:46783930-46784285	442964	H3k27ac	-	1.587e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44910389-44910656	-414426	H3k27ac	+	1.590e-01	1.000e+00
ENST00000290130	ENSG00000159055	MIS18A	-	chr21:33814786-33815326	-163407	H3k27ac	-	1.598e-01	1.000e+00
ENST00000359726	ENSG00000142192	APP	-	chr21:27539127-27539667	3470	H3k27ac	+	1.605e-01	1.000e+00
ENST00000342449	ENSG00000185658	BRWD1	-	chr21:40685345-40685885	0	H3k27ac	-	1.626e-01	1.000e+00
ENST00000302347	ENSG00000160255	ITGB2	-	chr21:46783930-46784285	-442966	H3k27ac	-	1.629e-01	1.000e+00
ENST00000420877	ENSG00000234380	AP000330.8	+	chr21:36208424-36208675	90370	H3k27ac	+	1.641e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44910389-44910656	-414416	H3k27ac	+	1.641e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:35898944-35899484	0	H3k27ac	+	1.656e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44866101-44866528	329797	H3k27ac	+	1.667e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44866101-44866545	329780	H3k27ac	+	1.667e-01	1.000e+00
ENST00000456209	ENSG00000142192	APP	-	chr21:27512408-27512948	-164083	H3k27ac	+	1.724e-01	1.000e+00
ENST00000331923	ENSG00000159086	GCFC1	-	chr21:33805254-33805794	338374	H3k27ac	-	1.733e-01	1.000e+00
ENST00000534991	ENSG00000256073	C21orf119	+	chr21:34144081-34144621	378642	H3k27ac	+	1.745e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44922239-44922750	273575	H3k27ac	+	1.761e-01	1.000e+00
ENST00000399208	ENSG00000185917	SETD4	-	chr21:37850515-37850820	-417854	H3k27ac	-	1.790e-01	1.000e+00
ENST00000424303	ENSG00000185917	SETD4	-	chr21:37850515-37850820	-417855	H3k27ac	-	1.792e-01	1.000e+00
ENST00000487266	ENSG00000154727	GABPA	+	chr21:27512408-27512948	404708	H3k27ac	-	1.826e-01	1.000e+00
ENST00000400075	ENSG00000154727	GABPA	+	chr21:27512408-27512948	404713	H3k27ac	-	1.852e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46783930-46784285	75963	H3k27ac	+	1.870e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46783930-46784285	75953	H3k27ac	+	1.878e-01	1.000e+00
ENST00000381132	ENSG00000159200	RCAN1	-	chr21:35898944-35899484	0	H3k4me3	+	1.900e-01	1.000e+00
ENST00000465326	ENSG00000182240	BACE2	+	chr21:43104409-43104949	495854	H3k27ac	+	1.906e-01	1.000e+00
ENST00000399205	ENSG00000185917	SETD4	-	chr21:37843647-37843921	-411037	H3k27ac	+	1.916e-01	1.000e+00
ENST00000442559	ENSG00000185917	SETD4	-	chr21:37843647-37843921	-411050	H3k27ac	+	1.919e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46739402-46739942	31435	H3k27ac	+	1.934e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46739402-46739942	31425	H3k27ac	+	1.937e-01	1.000e+00
ENST00000487266	ENSG00000154727	GABPA	+	chr21:27539127-27539667	431427	H3k27ac	-	1.948e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43188587-43189127	493840	H3k27ac	+	1.953e-01	1.000e+00
ENST00000456209	ENSG00000142192	APP	-	chr21:27539127-27539667	-190802	H3k27ac	+	1.960e-01	1.000e+00
ENST00000284881	ENSG00000154642	C21orf91	-	chr21:18899436-18899976	291726	H3k27ac	-	1.969e-01	1.000e+00
ENST00000400075	ENSG00000154727	GABPA	+	chr21:27539127-27539667	431432	H3k27ac	-	1.977e-01	1.000e+00
ENST00000303071	ENSG00000159147	DONSON	-	chr21:34576101-34576641	384372	H3k27ac	-	1.978e-01	1.000e+00
ENST00000303071	ENSG00000159147	DONSON	-	chr21:34576303-34576843	384170	H3k27ac	-	1.978e-01	1.000e+00
ENST00000331923	ENSG00000159086	GCFC1	-	chr21:34144081-34144621	0	H3k27ac	-	2.013e-01	1.000e+00
ENST00000438059	ENSG00000159131	GART	-	chr21:35133808-35134348	-218683	H3k27ac	-	2.017e-01	1.000e+00
ENST00000381831	ENSG00000159131	GART	-	chr21:35133808-35134348	-218661	H3k27ac	-	2.020e-01	1.000e+00
ENST00000481477	ENSG00000185917	SETD4	-	chr21:37843647-37843921	-410965	H3k27ac	+	2.021e-01	1.000e+00
ENST00000493464	ENSG00000154642	C21orf91	-	chr21:18899436-18899976	291687	H3k27ac	-	2.028e-01	1.000e+00
ENST00000381839	ENSG00000159131	GART	-	chr21:35133808-35134348	-218642	H3k27ac	-	2.062e-01	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36208424-36208675	-309277	H3k27ac	+	2.075e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:39723748-39724288	146118	H3k27ac	+	2.089e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:39723748-39724288	146077	H3k27ac	+	2.089e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:39723748-39724288	146056	H3k27ac	+	2.089e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:39723748-39724288	146111	H3k27ac	+	2.089e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:39723748-39724288	146091	H3k27ac	+	2.089e-01	1.000e+00
ENST00000342449	ENSG00000185658	BRWD1	-	chr21:40225250-40225790	459705	H3k27ac	+	2.090e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40170378-40170918	-299972	H3k27ac	-	2.093e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40170378-40170918	-300013	H3k27ac	-	2.093e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40170378-40170918	-300034	H3k27ac	-	2.093e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40170378-40170918	-299979	H3k27ac	-	2.093e-01	1.000e+00
ENST00000481477	ENSG00000185917	SETD4	-	chr21:37802299-37802839	-369617	H3k27ac	+	2.093e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40170378-40170918	-299999	H3k27ac	-	2.093e-01	1.000e+00
ENST00000450895	ENSG00000243627	AP000322.53	-	chr21:36184659-36185199	-388396	H3k27ac	+	2.222e-01	1.000e+00
ENST00000399208	ENSG00000185917	SETD4	-	chr21:37843647-37843921	-410986	H3k27ac	+	2.234e-01	1.000e+00
ENST00000424303	ENSG00000185917	SETD4	-	chr21:37843647-37843921	-410987	H3k27ac	+	2.244e-01	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36179699-36180239	80747	H3k27ac	+	2.258e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40159470-40159766	-289064	H3k27ac	-	2.317e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40159569-40160109	-289163	H3k27ac	-	2.317e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40159470-40159766	-289105	H3k27ac	-	2.317e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40159569-40160109	-289204	H3k27ac	-	2.317e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40159470-40159766	-289126	H3k27ac	-	2.317e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40159569-40160109	-289225	H3k27ac	-	2.317e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40159470-40159766	-289071	H3k27ac	-	2.317e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40159569-40160109	-289170	H3k27ac	-	2.317e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40159470-40159766	-289091	H3k27ac	-	2.317e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40159569-40160109	-289190	H3k27ac	-	2.317e-01	1.000e+00
ENST00000539894	ENSG00000243646	IL10RB	+	chr21:34144081-34144621	-494143	H3k27ac	+	2.339e-01	1.000e+00
ENST00000432378	ENSG00000159147	DONSON	-	chr21:34576101-34576641	384370	H3k27ac	-	2.379e-01	1.000e+00
ENST00000432378	ENSG00000159147	DONSON	-	chr21:34576303-34576843	384168	H3k27ac	-	2.379e-01	1.000e+00
ENST00000427839	ENSG00000173638	SLC19A1	-	chr21:46749983-46750391	211360	H3k27ac	+	2.389e-01	1.000e+00
ENST00000419921	ENSG00000234380	AP000330.8	+	chr21:36208424-36208675	90290	H3k27ac	+	2.392e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:44847034-44847331	-437736	H3k27ac	+	2.397e-01	1.000e+00
ENST00000429236	ENSG00000159082	SYNJ1	-	chr21:34144081-34144621	-43832	H3k27ac	+	2.415e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44630088-44630628	-134115	H3k27ac	+	2.420e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44630088-44630628	-134125	H3k27ac	+	2.447e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:38282033-38282644	-366881	H3k27ac	-	2.447e-01	1.000e+00
ENST00000478313	ENSG00000159261	CLDN14	-	chr21:38282895-38283232	-367743	H3k27ac	-	2.473e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44630088-44630628	-134148	H3k27ac	+	2.506e-01	1.000e+00
ENST00000463674	ENSG00000182240	BACE2	+	chr21:43032924-43033464	419252	H3k27ac	+	2.547e-01	1.000e+00
ENST00000481448	ENSG00000159200	RCAN1	-	chr21:36167772-36168312	-268625	H3k27ac	+	2.624e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44860418-44861441	334884	H3k27ac	+	2.650e-01	1.000e+00
ENST00000400337	ENSG00000182871	COL18A1	+	chr21:46847510-46848050	22458	H3k27ac	+	2.742e-01	1.000e+00
ENST00000543692	ENSG00000183486	MX2	+	chr21:43032924-43033464	290912	H3k27ac	-	2.779e-01	1.000e+00
ENST00000479586	ENSG00000205581	HMGN1	-	chr21:40685345-40685885	35055	H3k27ac	-	2.787e-01	1.000e+00
ENST00000400347	ENSG00000182871	COL18A1	+	chr21:46847510-46848050	22422	H3k27ac	+	2.796e-01	1.000e+00
ENST00000429238	ENSG00000249209	AP000304.12	-	chr21:35055562-35056102	228532	H3k27ac	-	2.810e-01	1.000e+00
ENST00000331923	ENSG00000159086	GCFC1	-	chr21:34576101-34576641	-431933	H3k27ac	-	2.822e-01	1.000e+00
ENST00000331923	ENSG00000159086	GCFC1	-	chr21:34576303-34576843	-432135	H3k27ac	-	2.822e-01	1.000e+00
ENST00000454115	ENSG00000215447	BX322557.10	+	chr21:46847510-46848050	139543	H3k27ac	+	2.854e-01	1.000e+00
ENST00000400362	ENSG00000215447	BX322557.10	+	chr21:46847510-46848050	139533	H3k27ac	+	2.867e-01	1.000e+00
ENST00000381947	ENSG00000177692	DNAJC28	-	chr21:34576101-34576641	287385	H3k27ac	-	2.888e-01	1.000e+00
ENST00000381947	ENSG00000177692	DNAJC28	-	chr21:34576303-34576843	287183	H3k27ac	-	2.888e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44835566-44836106	-339593	H3k27ac	+	2.899e-01	1.000e+00
ENST00000336648	ENSG00000159267	HLCS	-	chr21:38230667-38230968	131567	H3k27ac	+	2.908e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44835566-44836106	-339603	H3k27ac	+	2.909e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44835566-44836106	-339626	H3k27ac	+	2.926e-01	1.000e+00
ENST00000418103	ENSG00000183486	MX2	+	chr21:43032924-43033464	290483	H3k27ac	-	2.945e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44847034-44847331	348994	H3k27ac	-	2.988e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43097873-43098173	403126	H3k27ac	+	3.001e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43188587-43189127	499846	H3k27ac	+	3.037e-01	1.000e+00
ENST00000402202	ENSG00000177692	DNAJC28	-	chr21:34576101-34576641	287356	H3k27ac	-	3.065e-01	1.000e+00
ENST00000402202	ENSG00000177692	DNAJC28	-	chr21:34576303-34576843	287154	H3k27ac	-	3.065e-01	1.000e+00
ENST00000440664	ENSG00000232560	C21orf37	+	chr21:18899436-18899976	88228	H3k27ac	+	3.079e-01	1.000e+00
ENST00000437395	ENSG00000159147	DONSON	-	chr21:34576101-34576641	384298	H3k27ac	-	3.096e-01	1.000e+00
ENST00000437395	ENSG00000159147	DONSON	-	chr21:34576303-34576843	384096	H3k27ac	-	3.096e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39723748-39724288	230203	H3k27ac	-	3.102e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39723748-39724288	230181	H3k27ac	-	3.107e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39723748-39724288	-230295	H3k27ac	-	3.148e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39723748-39724288	-230316	H3k27ac	-	3.148e-01	1.000e+00
ENST00000288319	ENSG00000157554	ERG	-	chr21:40225250-40225790	-354844	H3k27ac	+	3.171e-01	1.000e+00
ENST00000398907	ENSG00000157554	ERG	-	chr21:40225250-40225790	-354885	H3k27ac	+	3.171e-01	1.000e+00
ENST00000429727	ENSG00000157554	ERG	-	chr21:40225250-40225790	-354906	H3k27ac	+	3.171e-01	1.000e+00
ENST00000453032	ENSG00000157554	ERG	-	chr21:40225250-40225790	-354851	H3k27ac	+	3.171e-01	1.000e+00
ENST00000481609	ENSG00000157554	ERG	-	chr21:40225250-40225790	-354871	H3k27ac	+	3.171e-01	1.000e+00
ENST00000478613	ENSG00000198054	DSCR8	+	chr21:39675108-39675648	181563	H3k27ac	-	3.183e-01	1.000e+00
ENST00000465326	ENSG00000182240	BACE2	+	chr21:43032924-43033464	424369	H3k27ac	+	3.185e-01	1.000e+00
ENST00000400477	ENSG00000198054	DSCR8	+	chr21:39675108-39675648	181541	H3k27ac	-	3.188e-01	1.000e+00
ENST00000460207	ENSG00000159216	RUNX1	-	chr21:37850515-37850820	-493469	H3k27ac	+	3.190e-01	1.000e+00
ENST00000475045	ENSG00000159216	RUNX1	-	chr21:37850515-37850820	-493508	H3k27ac	+	3.190e-01	1.000e+00
ENST00000427746	ENSG00000159267	HLCS	-	chr21:38230667-38230968	131555	H3k27ac	+	3.211e-01	1.000e+00
ENST00000543692	ENSG00000183486	MX2	+	chr21:43104409-43104949	362397	H3k27ac	-	3.213e-01	1.000e+00
ENST00000290155	ENSG00000159079	C21orf59	-	chr21:33814786-33815326	169849	H3k27ac	-	3.214e-01	1.000e+00
ENST00000432378	ENSG00000159147	DONSON	-	chr21:35055562-35056102	-94551	H3k27ac	-	3.222e-01	1.000e+00
ENST00000328264	ENSG00000184029	DSCR4	-	chr21:39675108-39675648	-181655	H3k27ac	-	3.227e-01	1.000e+00
ENST00000398948	ENSG00000184029	DSCR4	-	chr21:39675108-39675648	-181676	H3k27ac	-	3.227e-01	1.000e+00
ENST00000427839	ENSG00000173638	SLC19A1	-	chr21:46470639-46471179	490572	H3k27ac	+	3.273e-01	1.000e+00
ENST00000427839	ENSG00000173638	SLC19A1	-	chr21:46470869-46471409	490342	H3k27ac	+	3.273e-01	1.000e+00
ENST00000463674	ENSG00000182240	BACE2	+	chr21:43097873-43098173	484201	H3k27ac	+	3.293e-01	1.000e+00
ENST00000398158	ENSG00000160200	CBS	-	chr21:44848097-44848369	-352157	H3k27ac	-	3.320e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:45148312-45148500	47825	H3k27ac	+	3.321e-01	1.000e+00
ENST00000358356	ENSG00000159216	RUNX1	-	chr21:36250861-36251096	9890	H3k27ac	+	3.322e-01	1.000e+00
ENST00000451686	ENSG00000205726	ITSN1	+	chr21:35055562-35056102	40714	H3k27ac	+	3.325e-01	1.000e+00
ENST00000543692	ENSG00000183486	MX2	+	chr21:43178564-43179104	436552	H3k27ac	-	3.332e-01	1.000e+00
ENST00000439427	ENSG00000159228	CBR1	+	chr21:37810039-37810579	367726	H3k27ac	+	3.350e-01	1.000e+00
ENST00000398652	ENSG00000183844	FAM3B	+	chr21:43098486-43098869	409745	H3k27ac	+	3.370e-01	1.000e+00
ENST00000398457	ENSG00000160179	ABCG1	+	chr21:43178564-43179104	-440695	H3k27ac	+	3.376e-01	1.000e+00
ENST00000291568	ENSG00000160213	CSTB	-	chr21:44751993-44752310	444015	H3k27ac	-	3.378e-01	1.000e+00
ENST00000291572	ENSG00000160216	AGPAT3	+	chr21:45005896-45006413	-278654	H3k27ac	+	3.399e-01	1.000e+00
ENST00000398646	ENSG00000183844	FAM3B	+	chr21:43098486-43098869	403739	H3k27ac	+	3.410e-01	1.000e+00
ENST00000440629	ENSG00000242553	AP001432.14	+	chr21:38230667-38230968	-362752	H3k27ac	+	3.421e-01	1.000e+00
ENST00000465732	ENSG00000160200	CBS	-	chr21:44884986-44885252	-389013	H3k27ac	+	3.424e-01	1.000e+00
ENST00000534991	ENSG00000256073	C21orf119	+	chr21:33814786-33815326	49347	H3k27ac	-	3.439e-01	1.000e+00
ENST00000432278	ENSG00000157557	ETS2	+	chr21:40174622-40175024	-2851	H3k27ac	+	3.442e-01	1.000e+00
ENST00000399191	ENSG00000159228	CBR1	+	chr21:37810039-37810579	367706	H3k27ac	+	3.451e-01	1.000e+00
ENST00000539894	ENSG00000243646	IL10RB	+	chr21:34576101-34576641	-62123	H3k27ac	-	3.469e-01	1.000e+00
ENST00000539894	ENSG00000243646	IL10RB	+	chr21:34576303-34576843	-61921	H3k27ac	-	3.469e-01	1.000e+00
ENST00000398168	ENSG00000160200	CBS	-	chr21:44884986-44885252	-389023	H3k27ac	+	3.479e-01	1.000e+00
